#{"t_start": 1744979297.9210398, "env_id": "None"}
r,l,t
0.0,1,84.184986
0.0,1,84.220996
0.0,1,84.248993
0.0,1,84.277988
0.0,1,84.307988
0.0,1,84.343021
0.0,1,84.374988
0.0,1,84.405002
0.0,1,84.439988
0.0,1,84.469987
0.0,1,84.500988
0.0,1,84.53899
0.0,1,84.568988
0.0,1,84.598012
0.0,1,84.628011
0.0,1,84.664991
0.0,1,84.698994
0.0,1,84.792989
0.0,1,84.827031
0.0,1,84.860991
0.0,1,84.898991
0.0,1,84.934004
0.0,1,84.96099
0.0,1,84.989991
0.0,1,85.021992
0.0,1,85.052994
0.0,1,85.086991
0.0,1,85.119028
0.0,1,85.149011
0.0,1,85.177027
0.0,1,85.207026
0.0,1,85.250005
0.0,1,85.284016
0.0,1,85.316998
0.0,1,85.347007
0.0,1,85.392004
0.0,1,85.423997
0.0,1,85.461008
0.0,1,85.497
0.0,1,85.527023
0.0,1,85.558995
0.0,1,85.592994
0.0,1,85.619997
0.0,1,85.652995
0.0,1,85.689031
0.0,1,85.721995
0.0,1,85.755033
0.0,1,85.786995
0.0,1,85.817996
0.0,1,85.844998
0.0,1,85.879005
0.0,1,85.917001
0.0,1,85.944
0.0,1,85.972998
0.0,1,86.009018
0.0,1,86.045012
0.0,1,86.080002
0.0,1,86.122006
0.0,1,86.159
0.0,1,86.200004
0.0,1,86.239
0.0,1,86.285004
0.0,1,86.321001
0.0,1,86.357006
0.0,1,86.433002
0.0,1,86.475005
0.0,1,86.507001
0.0,1,86.541
0.0,1,86.573004
0.0,1,86.603001
0.0,1,86.633
0.0,1,86.671002
0.0,1,86.699001
0.0,1,86.732017
0.0,1,86.765012
0.0,1,86.798018
0.0,1,86.827002
0.0,1,86.858003
0.0,1,86.892011
0.0,1,86.925002
0.0,1,86.958038
0.0,1,86.999003
0.0,1,87.029007
0.0,1,87.058013
0.0,1,87.088006
0.0,1,87.126004
0.0,1,87.158004
0.0,1,87.188004
0.0,1,87.229013
0.0,1,87.257009
0.0,1,87.289004
0.0,1,87.332004
0.0,1,87.359005
0.0,1,87.389005
0.0,1,87.421005
0.0,1,87.455005
0.0,1,87.489009
0.0,1,87.53202
0.0,1,87.573007
0.0,1,87.621024
0.0,1,87.663013
0.0,1,87.707011
0.0,1,87.742022
0.0,1,87.783008
0.0,1,87.818007
0.0,1,87.850032
0.0,1,87.894008
0.0,1,87.929009
0.0,1,87.959013
0.0,1,87.991047
0.0,1,88.024009
0.0,1,88.058021
0.0,1,88.143056
0.0,1,88.170009
0.0,1,88.197009
0.0,1,88.227021
0.0,1,88.257009
0.0,1,88.285009
0.0,1,88.317026
0.0,1,88.349039
0.0,1,88.382012
0.0,1,88.418012
0.0,1,88.450012
0.0,1,88.480013
0.0,1,88.511018
0.0,1,88.543016
0.0,1,88.581013
0.0,1,88.615017
0.0,1,88.653013
0.0,1,88.692026
0.0,1,88.730015
0.0,1,88.767013
0.0,1,88.804013
0.0,1,88.838013
0.0,1,88.876014
0.0,1,88.916015
0.0,1,88.951019
0.0,1,88.98402
0.0,1,89.017017
0.0,1,89.045021
0.0,1,89.072015
0.0,1,89.105035
0.0,1,89.137051
0.0,1,89.17103
0.0,1,89.20202
0.0,1,89.236017
0.0,1,89.270018
0.0,1,89.30402
0.0,1,89.335016
0.0,1,89.365017
0.0,1,89.40102
0.0,1,89.439018
0.0,1,89.471017
0.0,1,89.499035
0.0,1,89.530017
0.0,1,89.570036
0.0,1,89.601025
0.0,1,89.634055
0.0,1,89.667022
0.0,1,89.70002
0.0,1,89.785019
0.0,1,89.819021
0.0,1,89.847018
0.0,1,89.876024
0.0,1,89.906019
0.0,1,89.93702
0.0,1,89.96802
0.0,1,89.99905
0.0,1,90.029021
0.0,1,90.057022
0.0,1,90.088046
0.0,1,90.128028
0.0,1,90.157023
0.0,1,90.200028
0.0,1,90.241023
0.0,1,90.283025
0.0,1,90.323023
0.0,1,90.364022
0.0,1,90.403029
0.0,1,90.441041
0.0,1,90.475032
0.0,1,90.517026
0.0,1,90.548024
0.0,1,90.579024
0.0,1,90.609029
0.0,1,90.637028
0.0,1,90.671024
0.0,1,90.702025
0.0,1,90.738025
0.0,1,90.77006
0.0,1,90.802028
0.0,1,90.842041
0.0,1,90.880025
0.0,1,90.914025
0.0,1,90.94603
0.0,1,90.980029
0.0,1,91.018028
0.0,1,91.051027
0.0,1,91.080027
0.0,1,91.117026
0.0,1,91.153027
0.0,1,91.18803
0.0,1,91.218027
0.0,1,91.252028
0.0,1,91.28406
0.0,1,91.316064
0.0,1,91.353029
0.0,1,91.451031
0.0,1,91.486029
0.0,1,91.51907
0.0,1,91.553031
0.0,1,91.598034
0.0,1,91.649031
0.0,1,91.692032
0.0,1,91.732031
0.0,1,91.776046
0.0,1,91.811031
0.0,1,91.837031
0.0,1,91.865033
0.0,1,91.901035
0.0,1,91.938032
0.0,1,91.978033
0.0,1,92.009033
0.0,1,92.041036
0.0,1,92.083034
0.0,1,92.121035
0.0,1,92.152035
0.0,1,92.183035
0.0,1,92.216036
0.0,1,92.251037
0.0,1,92.286033
0.0,1,92.330034
0.0,1,92.366035
0.0,1,92.404034
0.0,1,92.435069
0.0,1,92.469036
0.0,1,92.500035
0.0,1,92.531038
0.0,1,92.567038
0.0,1,92.595052
0.0,1,92.623042
0.0,1,92.656037
0.0,1,92.686036
0.0,1,92.716039
0.0,1,92.746043
0.0,1,92.780037
0.0,1,92.812043
0.0,1,92.841041
0.0,1,92.87004
0.0,1,92.901067
0.0,1,92.932038
0.0,1,92.971038
0.0,1,93.017051
0.0,1,93.114042
0.0,1,93.149038
0.0,1,93.18604
0.0,1,93.22204
0.0,1,93.259041
0.0,1,93.290042
0.0,1,93.32004
0.0,1,93.36104
0.0,1,93.39604
0.0,1,93.42704
0.0,1,93.460042
0.0,1,93.492042
0.0,1,93.519041
0.0,1,93.545044
0.0,1,93.577048
0.0,1,93.605047
0.0,1,93.637043
0.0,1,93.668045
0.0,1,93.702042
0.0,1,93.731062
0.0,1,93.761042
0.0,1,93.794073
0.0,1,93.825045
0.0,1,93.859043
0.0,1,93.895044
0.0,1,93.930043
0.0,1,93.966078
0.0,1,93.997051
0.0,1,94.034044
0.0,1,94.062047
0.0,1,94.089062
0.0,1,94.120049
0.0,1,94.150044
0.0,1,94.180079
0.0,1,94.211046
0.0,1,94.246065
0.0,1,94.281062
0.0,1,94.313046
0.0,1,94.351046
0.0,1,94.381045
0.0,1,94.408049
0.0,1,94.437049
0.0,1,94.468081
0.0,1,94.498049
0.0,1,94.529047
0.0,1,94.561049
0.0,1,94.592047
0.0,1,94.62105
0.0,1,94.655049
0.0,1,94.687049
0.0,1,94.716047
0.0,1,94.74505
0.0,1,94.781048
0.0,1,94.815051
0.0,1,94.844048
0.0,1,94.93705
0.0,1,94.980049
0.0,1,95.01605
0.0,1,95.051052
0.0,1,95.079051
0.0,1,95.113052
0.0,1,95.144052
0.0,1,95.176059
0.0,1,95.205052
0.0,1,95.237054
0.0,1,95.271055
0.0,1,95.305053
0.0,1,95.341054
0.0,1,95.390066
0.0,1,95.419091
0.0,1,95.447058
0.0,1,95.480053
0.0,1,95.509056
0.0,1,95.541053
0.0,1,95.573056
0.0,1,95.602054
0.0,1,95.631053
0.0,1,95.662056
0.0,1,95.699057
0.0,1,95.731057
0.0,1,95.76206
0.0,1,95.802063
0.0,1,95.832056
0.0,1,95.861057
0.0,1,95.892057
0.0,1,95.926056
0.0,1,95.952059
0.0,1,95.980058
0.0,1,96.013087
0.0,1,96.042072
0.0,1,96.074056
0.0,1,96.102057
0.0,1,96.137058
0.0,1,96.166057
0.0,1,96.198056
0.0,1,96.235057
0.0,1,96.265058
0.0,1,96.29406
0.0,1,96.328059
0.0,1,96.360059
0.0,1,96.390058
0.0,1,96.416084
0.0,1,96.444084
0.0,1,96.477058
0.0,1,96.510061
0.0,1,96.542058
0.0,1,96.586062
0.0,1,96.642061
0.0,1,96.704063
0.0,1,96.742066
0.0,1,96.77706
0.0,1,96.81006
0.0,1,96.843077
0.0,1,96.877069
0.0,1,96.911061
0.0,1,96.942061
0.0,1,96.971067
0.0,1,96.999061
0.0,1,97.043097
0.0,1,97.076064
0.0,1,97.108062
0.0,1,97.141082
0.0,1,97.171079
0.0,1,97.201087
0.0,1,97.239063
0.0,1,97.272065
0.0,1,97.298063
0.0,1,97.332065
0.0,1,97.37908
0.0,1,97.416068
0.0,1,97.452069
0.0,1,97.491069
0.0,1,97.526065
0.0,1,97.56407
0.0,1,97.599084
0.0,1,97.640066
0.0,1,97.677065
0.0,1,97.7131
0.0,1,97.747102
0.0,1,97.7791
0.0,1,97.807071
0.0,1,97.837073
0.0,1,97.869069
0.0,1,97.90107
0.0,1,97.92907
0.0,1,97.957092
0.0,1,97.986071
0.0,1,98.018086
0.0,1,98.050091
0.0,1,98.0771
0.0,1,98.11007
0.0,1,98.14007
0.0,1,98.172068
0.0,1,98.201082
0.0,1,98.23407
0.0,1,98.27507
0.0,1,98.30607
0.0,1,98.343069
0.0,1,98.37807
0.0,1,98.40807
0.0,1,98.450074
0.0,1,98.499074
0.0,1,98.546088
0.0,1,98.587076
0.0,1,98.622071
0.0,1,98.653075
0.0,1,98.693081
0.0,1,98.727077
0.0,1,98.775072
0.0,1,98.816077
0.0,1,98.849076
0.0,1,98.879075
0.0,1,98.917075
0.0,1,98.949075
0.0,1,98.979085
0.0,1,99.013087
0.0,1,99.044076
0.0,1,99.077074
0.0,1,99.130077
0.0,1,99.171075
0.0,1,99.213088
0.0,1,99.261075
0.0,1,99.30508
0.0,1,99.350092
0.0,1,99.391079
0.0,1,99.433094
0.0,1,99.490077
0.0,1,99.526078
0.0,1,99.573079
0.0,1,99.692077
0.0,1,99.730077
0.0,1,99.770086
0.0,1,99.806084
0.0,1,99.842077
0.0,1,99.877078
0.0,1,99.905079
0.0,1,99.935082
0.0,1,99.961084
0.0,1,99.998093
0.0,1,100.026081
0.0,1,100.058083
0.0,1,100.086083
0.0,1,100.112106
0.0,1,100.141081
0.0,1,100.17509
0.0,1,100.211087
0.0,1,100.243081
0.0,1,100.275085
0.0,1,100.308084
0.0,1,100.338082
0.0,1,100.371082
0.0,1,100.399081
0.0,1,100.427097
0.0,1,100.457086
0.0,1,100.496082
0.0,1,100.526082
0.0,1,100.556117
0.0,1,100.590082
0.0,1,100.623111
0.0,1,100.654082
0.0,1,100.683087
0.0,1,100.717092
0.0,1,100.745083
0.0,1,100.775094
0.0,1,100.806112
0.0,1,100.837105
0.0,1,100.8651
0.0,1,100.893086
0.0,1,100.940088
0.0,1,100.990093
0.0,1,101.056089
0.0,1,101.120088
0.0,1,101.16709
0.0,1,101.202087
0.0,1,101.243099
0.0,1,101.280088
0.0,1,101.375087
0.0,1,101.413091
0.0,1,101.450089
0.0,1,101.482091
0.0,1,101.522088
0.0,1,101.553091
0.0,1,101.586094
0.0,1,101.620088
0.0,1,101.648091
0.0,1,101.681101
0.0,1,101.722107
0.0,1,101.756102
0.0,1,101.800097
0.0,1,101.842091
0.0,1,101.881097
0.0,1,101.917094
0.0,1,101.948111
0.0,1,101.974091
0.0,1,102.0051
0.0,1,102.040093
0.0,1,102.078126
0.0,1,102.119127
0.0,1,102.156129
0.0,1,102.195095
0.0,1,102.225097
0.0,1,102.266093
0.0,1,102.299095
0.0,1,102.331095
0.0,1,102.381097
0.0,1,102.423125
0.0,1,102.456095
0.0,1,102.5011
0.0,1,102.545096
0.0,1,102.584095
0.0,1,102.621095
0.0,1,102.657104
0.0,1,102.697098
0.0,1,102.735099
0.0,1,102.764099
0.0,1,102.799098
0.0,1,102.830123
0.0,1,102.860096
0.0,1,102.894101
0.0,1,102.928098
0.0,1,103.002105
0.0,1,103.056124
0.0,1,103.089097
0.0,1,103.121115
0.0,1,103.151097
0.0,1,103.183098
0.0,1,103.215149
0.0,1,103.247102
0.0,1,103.292107
0.0,1,103.33511
0.0,1,103.375103
0.0,1,103.406125
0.0,1,103.439106
0.0,1,103.474102
0.0,1,103.509119
0.0,1,103.536099
0.0,1,103.562105
0.0,1,103.590101
0.0,1,103.624125
0.0,1,103.651125
0.0,1,103.678121
0.0,1,103.709101
0.0,1,103.737101
0.0,1,103.788105
0.0,1,103.835103
0.0,1,103.867105
0.0,1,103.900102
0.0,1,103.932114
0.0,1,103.967103
0.0,1,103.995106
0.0,1,104.024103
0.0,1,104.057104
0.0,1,104.101105
0.0,1,104.151105
0.0,1,104.182142
0.0,1,104.214124
0.0,1,104.243105
0.0,1,104.276106
0.0,1,104.310108
0.0,1,104.339104
0.0,1,104.370107
0.0,1,104.398105
0.0,1,104.426106
0.0,1,104.455139
0.0,1,104.487108
0.0,1,104.516106
0.0,1,104.545108
0.0,1,104.572141
0.0,1,104.647124
0.0,1,104.684107
0.0,1,104.71713
0.0,1,104.75711
0.0,1,104.834115
0.0,1,104.88811
0.0,1,104.948112
0.0,1,104.991111
0.0,1,105.035111
0.0,1,105.066109
0.0,1,105.098109
0.0,1,105.128111
0.0,1,105.160126
0.0,1,105.18811
0.0,1,105.217144
0.0,1,105.247113
0.0,1,105.277117
0.0,1,105.30511
0.0,1,105.334138
0.0,1,105.368111
0.0,1,105.406111
0.0,1,105.444115
0.0,1,105.487111
0.0,1,105.519114
0.0,1,105.549112
0.0,1,105.579119
0.0,1,105.61613
0.0,1,105.651129
0.0,1,105.679161
0.0,1,105.711131
0.0,1,105.744133
0.0,1,105.782124
0.0,1,105.816115
0.0,1,105.851153
0.0,1,105.900116
0.0,1,105.956117
0.0,1,106.00413
0.0,1,106.15012
0.0,1,106.242117
0.0,1,106.290119
0.0,1,106.412122
0.0,1,106.470119
0.0,1,106.521119
0.0,1,106.65012
0.0,1,106.713125
0.0,1,106.785122
0.0,1,106.85613
0.0,1,107.001123
0.0,1,107.071125
0.0,1,107.131124
0.0,1,107.186126
0.0,1,107.240124
0.0,1,107.294125
0.0,1,107.332124
0.0,1,107.370131
0.0,1,107.422124
0.0,1,107.457126
0.0,1,107.494131
0.0,1,107.524143
0.0,1,107.556124
0.0,1,107.595127
0.0,1,107.621162
0.0,1,107.649159
0.0,1,107.678124
0.0,1,107.708128
0.0,1,107.735125
0.0,1,107.763125
0.0,1,107.793137
0.0,1,107.824136
0.0,1,107.852128
0.0,1,107.885126
0.0,1,107.91613
0.0,1,107.943128
0.0,1,107.973131
0.0,1,108.001129
0.0,1,108.032156
0.0,1,108.061126
0.0,1,108.088126
0.0,1,108.115127
0.0,1,108.145127
0.0,1,108.178129
0.0,1,108.20513
0.0,1,108.235128
0.0,1,108.27413
0.0,1,108.302131
0.0,1,108.331162
0.0,1,108.362128
0.0,1,108.389142
0.0,1,108.416154
0.0,1,108.494151
0.0,1,108.529164
0.0,1,108.558141
0.0,1,108.585132
0.0,1,108.615164
0.0,1,108.643133
0.0,1,108.674136
0.0,1,108.704141
0.0,1,108.735159
0.0,1,108.767157
0.0,1,108.797154
0.0,1,108.835132
0.0,1,108.866131
0.0,1,108.898131
0.0,1,108.930131
0.0,1,108.95815
0.0,1,108.986132
0.0,1,109.015151
0.0,1,109.046133
0.0,1,109.074133
0.0,1,109.102133
0.0,1,109.13517
0.0,1,109.171136
0.0,1,109.198168
0.0,1,109.228143
0.0,1,109.268141
0.0,1,109.302136
0.0,1,109.337147
0.0,1,109.381138
0.0,1,109.411149
0.0,1,109.442136
0.0,1,109.481138
0.0,1,109.516137
0.0,1,109.546139
0.0,1,109.575138
0.0,1,109.609139
0.0,1,109.64114
0.0,1,109.670135
0.0,1,109.701136
0.0,1,109.730141
0.0,1,109.762138
0.0,1,109.797137
0.0,1,109.830137
0.0,1,109.860137
0.0,1,109.892138
0.0,1,109.921142
0.0,1,109.950176
0.0,1,109.980138
0.0,1,110.01014
0.0,1,110.04114
0.0,1,110.114141
0.0,1,110.162168
0.0,1,110.209143
0.0,1,110.236139
0.0,1,110.275147
0.0,1,110.312145
0.0,1,110.342141
0.0,1,110.374148
0.0,1,110.403143
0.0,1,110.440143
0.0,1,110.478141
0.0,1,110.517146
0.0,1,110.548141
0.0,1,110.581171
0.0,1,110.611142
0.0,1,110.640143
0.0,1,110.668165
0.0,1,110.700142
0.0,1,110.728143
0.0,1,110.756147
0.0,1,110.785144
0.0,1,110.824164
0.0,1,110.852151
0.0,1,110.882156
0.0,1,110.935148
0.0,1,110.980146
0.0,1,111.028146
0.0,1,111.079147
0.0,1,111.148148
0.0,1,111.206147
0.0,1,111.253149
0.0,1,111.358152
0.0,1,111.395155
0.0,1,111.43115
0.0,1,111.462149
0.0,1,111.518152
0.0,1,111.571151
0.0,1,111.620151
0.0,1,111.658156
0.0,1,111.700147
0.0,1,111.732151
0.0,1,111.784164
0.0,1,111.882149
0.0,1,111.926153
0.0,1,111.981156
0.0,1,112.077154
0.0,1,112.146153
0.0,1,112.192152
0.0,1,112.226163
0.0,1,112.271159
0.0,1,112.304162
0.0,1,112.344152
0.0,1,112.381156
0.0,1,112.423156
0.0,1,112.453154
0.0,1,112.483156
0.0,1,112.516153
0.0,1,112.54816
0.0,1,112.579155
0.0,1,112.608193
0.0,1,112.63817
0.0,1,112.670158
0.0,1,112.699156
0.0,1,112.728154
0.0,1,112.756156
0.0,1,112.782168
0.0,1,112.812157
0.0,1,112.840155
0.0,1,112.866157
0.0,1,112.895155
0.0,1,112.929159
0.0,1,112.964168
0.0,1,112.994193
0.0,1,113.028188
0.0,1,113.05816
0.0,1,113.090157
0.0,1,113.124158
0.0,1,113.155157
0.0,1,113.182179
0.0,1,113.21016
0.0,1,113.240157
0.0,1,113.277162
0.0,1,113.307171
0.0,1,113.353158
0.0,1,113.386159
0.0,1,113.416178
0.0,1,113.458159
0.0,1,113.488162
0.0,1,113.57016
0.0,1,113.602163
0.0,1,113.631159
0.0,1,113.663162
0.0,1,113.69616
0.0,1,113.725193
0.0,1,113.754183
0.0,1,113.788165
0.0,1,113.815161
0.0,1,113.844193
0.0,1,113.873162
0.0,1,113.906162
0.0,1,113.934165
0.0,1,113.966161
0.0,1,113.995162
0.0,1,114.030162
0.0,1,114.057164
0.0,1,114.085167
0.0,1,114.115197
0.0,1,114.145165
0.0,1,114.173177
0.0,1,114.200163
0.0,1,114.232163
0.0,1,114.273164
0.0,1,114.300182
0.0,1,114.329163
0.0,1,114.366167
0.0,1,114.401167
0.0,1,114.4302
0.0,1,114.462165
0.0,1,114.490205
0.0,1,114.51817
0.0,1,114.546202
0.0,1,114.582165
0.0,1,114.609165
0.0,1,114.637169
0.0,1,114.66617
0.0,1,114.694165
0.0,1,114.722193
0.0,1,114.748168
0.0,1,114.779166
0.0,1,114.807166
0.0,1,114.834167
0.0,1,114.865193
0.0,1,114.896167
0.0,1,114.924167
0.0,1,114.952193
0.0,1,114.980167
0.0,1,115.011168
0.0,1,115.040169
0.0,1,115.067168
0.0,1,115.097168
0.0,1,115.128174
0.0,1,115.22717
0.0,1,115.258168
0.0,1,115.29017
0.0,1,115.332171
0.0,1,115.375208
0.0,1,115.41417
0.0,1,115.44817
0.0,1,115.47717
0.0,1,115.504169
0.0,1,115.532171
0.0,1,115.576206
0.0,1,115.61017
0.0,1,115.654175
0.0,1,115.695174
0.0,1,115.728175
0.0,1,115.762202
0.0,1,115.793172
0.0,1,115.822197
0.0,1,115.849176
0.0,1,115.884173
0.0,1,115.921174
0.0,1,115.955173
0.0,1,115.990212
0.0,1,116.025199
0.0,1,116.056176
0.0,1,116.086204
0.0,1,116.121211
0.0,1,116.154175
0.0,1,116.185176
0.0,1,116.218175
0.0,1,116.254176
0.0,1,116.28418
0.0,1,116.322204
0.0,1,116.354202
0.0,1,116.389178
0.0,1,116.430176
0.0,1,116.464189
0.0,1,116.494177
0.0,1,116.525181
0.0,1,116.560177
0.0,1,116.593211
0.0,1,116.623177
0.0,1,116.657177
0.0,1,116.69318
0.0,1,116.728212
0.0,1,116.760225
0.0,1,116.793183
0.0,1,116.825181
0.0,1,116.858205
0.0,1,116.889213
0.0,1,116.922204
0.0,1,117.000183
0.0,1,117.03118
0.0,1,117.059205
0.0,1,117.090179
0.0,1,117.12118
0.0,1,117.150187
0.0,1,117.184181
0.0,1,117.216181
0.0,1,117.244191
0.0,1,117.278183
0.0,1,117.308182
0.0,1,117.342196
0.0,1,117.372182
0.0,1,117.402183
0.0,1,117.437182
0.0,1,117.467183
0.0,1,117.499186
0.0,1,117.537183
0.0,1,117.5822
0.0,1,117.621217
0.0,1,117.649189
0.0,1,117.680184
0.0,1,117.711206
0.0,1,117.739209
0.0,1,117.770218
0.0,1,117.799212
0.0,1,117.827187
0.0,1,117.858197
0.0,1,117.893186
0.0,1,117.934193
0.0,1,117.966194
0.0,1,118.003188
0.0,1,118.033189
0.0,1,118.065192
0.0,1,118.095186
0.0,1,118.127186
0.0,1,118.1562
0.0,1,118.187216
0.0,1,118.220186
0.0,1,118.254229
0.0,1,118.282189
0.0,1,118.312211
0.0,1,118.343189
0.0,1,118.371187
0.0,1,118.424192
0.0,1,118.476192
0.0,1,118.540191
0.0,1,118.58519
0.0,1,118.682193
0.0,1,118.724192
0.0,1,118.766195
0.0,1,118.797191
0.0,1,118.823189
0.0,1,118.855191
0.0,1,118.886194
0.0,1,118.918192
0.0,1,118.946194
0.0,1,118.979196
0.0,1,119.024191
0.0,1,119.059191
0.0,1,119.090195
0.0,1,119.126192
0.0,1,119.157192
0.0,1,119.188195
0.0,1,119.219192
0.0,1,119.250206
0.0,1,119.279193
0.0,1,119.313213
0.0,1,119.349195
0.0,1,119.391196
0.0,1,119.426196
0.0,1,119.4692
0.0,1,119.508196
0.0,1,119.539194
0.0,1,119.570194
0.0,1,119.599195
0.0,1,119.626207
0.0,1,119.654197
0.0,1,119.685198
0.0,1,119.721214
0.0,1,119.750196
0.0,1,119.781213
0.0,1,119.815201
0.0,1,119.847231
0.0,1,119.886196
0.0,1,119.918231
0.0,1,119.949199
0.0,1,119.981198
0.0,1,120.0152
0.0,1,120.049198
0.0,1,120.081223
0.0,1,120.108223
0.0,1,120.139211
0.0,1,120.169208
0.0,1,120.203234
0.0,1,120.236208
0.0,1,120.304201
0.0,1,120.346201
0.0,1,120.377201
0.0,1,120.413204
0.0,1,120.439202
0.0,1,120.470227
0.0,1,120.497204
0.0,1,120.52721
0.0,1,120.5592
0.0,1,120.587201
0.0,1,120.616202
0.0,1,120.642229
0.0,1,120.686206
0.0,1,120.72922
0.0,1,120.763206
0.0,1,120.798208
0.0,1,120.830215
0.0,1,120.858236
0.0,1,120.891238
0.0,1,120.921205
0.0,1,120.952238
0.0,1,120.982206
0.0,1,121.039206
0.0,1,121.103207
0.0,1,121.168206
0.0,1,121.216208
0.0,1,121.269208
0.0,1,121.335215
0.0,1,121.388221
0.0,1,121.452209
0.0,1,121.525208
0.0,1,121.591208
0.0,1,121.645213
0.0,1,121.704208
0.0,1,121.764212
0.0,1,121.813211
0.0,1,121.880212
0.0,1,121.924209
0.0,1,121.968209
0.0,1,122.013214
0.0,1,122.093211
0.0,1,122.13421
0.0,1,122.254215
0.0,1,122.305212
0.0,1,122.340214
0.0,1,122.388214
0.0,1,122.439213
0.0,1,122.494215
0.0,1,122.534214
0.0,1,122.606216
0.0,1,122.645216
0.0,1,122.683214
0.0,1,122.728216
0.0,1,122.772213
0.0,1,122.815217
0.0,1,122.859216
0.0,1,122.922216
0.0,1,122.972217
0.0,1,123.026216
0.0,1,123.074217
0.0,1,123.123217
0.0,1,123.174216
0.0,1,123.20922
0.0,1,123.251218
0.0,1,123.288231
0.0,1,123.323218
0.0,1,123.357218
0.0,1,123.395222
0.0,1,123.427221
0.0,1,123.466218
0.0,1,123.501217
0.0,1,123.536217
0.0,1,123.570222
0.0,1,123.618226
0.0,1,123.654228
0.0,1,123.688234
0.0,1,123.719257
0.0,1,123.747253
0.0,1,123.778219
0.0,1,123.810239
0.0,1,123.839244
0.0,1,123.88222
0.0,1,123.925225
0.0,1,123.970221
0.0,1,124.004221
0.0,1,124.044224
0.0,1,124.080224
0.0,1,124.188222
0.0,1,124.219221
0.0,1,124.247228
0.0,1,124.288222
0.0,1,124.322251
0.0,1,124.355227
0.0,1,124.399223
0.0,1,124.433223
0.0,1,124.466223
0.0,1,124.503223
0.0,1,124.540227
0.0,1,124.57723
0.0,1,124.616226
0.0,1,124.651225
0.0,1,124.684229
0.0,1,124.721243
0.0,1,124.762236
0.0,1,124.798227
0.0,1,124.834225
0.0,1,124.869226
0.0,1,124.904227
0.0,1,124.945228
0.0,1,124.979263
0.0,1,125.01523
0.0,1,125.052227
0.0,1,125.087233
0.0,1,125.130228
0.0,1,125.16823
0.0,1,125.202228
0.0,1,125.233228
0.0,1,125.276244
0.0,1,125.31123
0.0,1,125.345237
0.0,1,125.394234
0.0,1,125.431242
0.0,1,125.462267
0.0,1,125.520247
0.0,1,125.570233
0.0,1,125.609249
0.0,1,125.642232
0.0,1,125.672235
0.0,1,125.703236
0.0,1,125.741235
0.0,1,125.787234
0.0,1,125.845233
0.0,1,125.881232
0.0,1,125.920233
0.0,1,125.969245
0.0,1,126.083234
0.0,1,126.116235
0.0,1,126.148237
0.0,1,126.186234
0.0,1,126.216234
0.0,1,126.252234
0.0,1,126.294236
0.0,1,126.32924
0.0,1,126.366239
0.0,1,126.404236
0.0,1,126.441236
0.0,1,126.470236
0.0,1,126.503237
0.0,1,126.531238
0.0,1,126.560236
0.0,1,126.595249
0.0,1,126.636237
0.0,1,126.669237
0.0,1,126.710263
0.0,1,126.741238
0.0,1,126.770237
0.0,1,126.799272
0.0,1,126.836237
0.0,1,126.869238
0.0,1,126.903239
0.0,1,126.93824
0.0,1,126.967241
0.0,1,127.003258
0.0,1,127.059257
0.0,1,127.108244
0.0,1,127.14724
0.0,1,127.18424
0.0,1,127.216239
0.0,1,127.246249
0.0,1,127.279243
0.0,1,127.310243
0.0,1,127.338243
0.0,1,127.368243
0.0,1,127.410242
0.0,1,127.442243
0.0,1,127.479244
0.0,1,127.517242
0.0,1,127.552243
0.0,1,127.585242
0.0,1,127.622244
0.0,1,127.653243
0.0,1,127.752246
0.0,1,127.782243
0.0,1,127.816243
0.0,1,127.86228
0.0,1,127.895245
0.0,1,127.927244
0.0,1,127.961272
0.0,1,127.992247
0.0,1,128.02325
0.0,1,128.053256
0.0,1,128.085271
0.0,1,128.114249
0.0,1,128.151281
0.0,1,128.184264
0.0,1,128.215282
0.0,1,128.244246
0.0,1,128.29128
0.0,1,128.326247
0.0,1,128.370249
0.0,1,128.410273
0.0,1,128.442266
0.0,1,128.471254
0.0,1,128.509254
0.0,1,128.54625
0.0,1,128.580248
0.0,1,128.614249
0.0,1,128.652248
0.0,1,128.689265
0.0,1,128.727259
0.0,1,128.768249
0.0,1,128.801252
0.0,1,128.835249
0.0,1,128.881251
0.0,1,128.913249
0.0,1,128.945252
0.0,1,128.983291
0.0,1,129.01525
0.0,1,129.047251
0.0,1,129.08229
0.0,1,129.114287
0.0,1,129.151253
0.0,1,129.186255
0.0,1,129.224255
0.0,1,129.257281
0.0,1,129.294261
0.0,1,129.327288
0.0,1,129.372258
0.0,1,129.463256
0.0,1,129.494253
0.0,1,129.524277
0.0,1,129.555258
0.0,1,129.58627
0.0,1,129.623257
0.0,1,129.659256
0.0,1,129.69126
0.0,1,129.72426
0.0,1,129.761291
0.0,1,129.799289
0.0,1,129.835259
0.0,1,129.881284
0.0,1,129.916267
0.0,1,129.947257
0.0,1,129.98526
0.0,1,130.015256
0.0,1,130.046257
0.0,1,130.079261
0.0,1,130.108291
0.0,1,130.137264
0.0,1,130.166298
0.0,1,130.204262
0.0,1,130.237261
0.0,1,130.275258
0.0,1,130.315259
0.0,1,130.348294
0.0,1,130.381274
0.0,1,130.416296
0.0,1,130.44826
0.0,1,130.482268
0.0,1,130.509286
0.0,1,130.542261
0.0,1,130.57326
