#{"t_start": 1744979297.9210398, "env_id": "None"}
r,l,t
0.0,1,42.017772
0.0,1,42.045742
0.0,1,42.073738
0.0,1,42.104738
0.0,1,42.134739
0.0,1,42.16374
0.0,1,42.190738
0.0,1,42.218774
0.0,1,42.249742
0.0,1,42.281739
0.0,1,42.312764
0.0,1,42.341751
0.0,1,42.369756
0.0,1,42.396778
0.0,1,42.423777
0.0,1,42.454743
0.0,1,42.48174
0.0,1,42.510761
0.0,1,42.537744
0.0,1,42.56774
0.0,1,42.59977
0.0,1,42.628742
0.0,1,42.65774
0.0,1,42.732742
0.0,1,42.767776
0.0,1,42.799742
0.0,1,42.827742
0.0,1,42.855745
0.0,1,42.883742
0.0,1,42.914742
0.0,1,42.946776
0.0,1,42.974744
0.0,1,43.001768
0.0,1,43.032743
0.0,1,43.060743
0.0,1,43.090747
0.0,1,43.121764
0.0,1,43.148772
0.0,1,43.177743
0.0,1,43.203749
0.0,1,43.241745
0.0,1,43.268775
0.0,1,43.297746
0.0,1,43.325768
0.0,1,43.355745
0.0,1,43.383745
0.0,1,43.412781
0.0,1,43.439778
0.0,1,43.472747
0.0,1,43.49977
0.0,1,43.533754
0.0,1,43.565748
0.0,1,43.592748
0.0,1,43.619747
0.0,1,43.646778
0.0,1,43.677748
0.0,1,43.705775
0.0,1,43.733747
0.0,1,43.761784
0.0,1,43.79275
0.0,1,43.824749
0.0,1,43.851748
0.0,1,43.881763
0.0,1,43.912782
0.0,1,43.940749
0.0,1,43.967748
0.0,1,43.994775
0.0,1,44.025752
0.0,1,44.052751
0.0,1,44.080787
0.0,1,44.116752
0.0,1,44.144749
0.0,1,44.171751
0.0,1,44.196777
0.0,1,44.226752
0.0,1,44.254751
0.0,1,44.28175
0.0,1,44.310775
0.0,1,44.340751
0.0,1,44.392753
0.0,1,44.450756
0.0,1,44.478776
0.0,1,44.506752
0.0,1,44.531753
0.0,1,44.561776
0.0,1,44.589777
0.0,1,44.615779
0.0,1,44.647757
0.0,1,44.678787
0.0,1,44.707758
0.0,1,44.739755
0.0,1,44.766752
0.0,1,44.796777
0.0,1,44.824754
0.0,1,44.850754
0.0,1,44.878754
0.0,1,44.908789
0.0,1,44.936754
0.0,1,44.963791
0.0,1,44.992757
0.0,1,45.027791
0.0,1,45.05576
0.0,1,45.083758
0.0,1,45.114777
0.0,1,45.14276
0.0,1,45.169775
0.0,1,45.196756
0.0,1,45.226791
0.0,1,45.253757
0.0,1,45.281781
0.0,1,45.314759
0.0,1,45.345761
0.0,1,45.376794
0.0,1,45.40376
0.0,1,45.431757
0.0,1,45.46176
0.0,1,45.489759
0.0,1,45.515782
0.0,1,45.542782
0.0,1,45.57276
0.0,1,45.604758
0.0,1,45.631793
0.0,1,45.659793
0.0,1,45.691761
0.0,1,45.718762
0.0,1,45.745759
0.0,1,45.773762
0.0,1,45.803763
0.0,1,45.830783
0.0,1,45.859761
0.0,1,45.894762
0.0,1,45.922769
0.0,1,45.94976
0.0,1,46.010762
0.0,1,46.054761
0.0,1,46.082793
0.0,1,46.111795
0.0,1,46.142793
0.0,1,46.170772
0.0,1,46.198764
0.0,1,46.233766
0.0,1,46.265766
0.0,1,46.293791
0.0,1,46.321764
0.0,1,46.351763
0.0,1,46.381766
0.0,1,46.410767
0.0,1,46.438766
0.0,1,46.467772
0.0,1,46.496764
0.0,1,46.531774
0.0,1,46.558763
0.0,1,46.587767
0.0,1,46.615764
0.0,1,46.643767
0.0,1,46.671773
0.0,1,46.701776
0.0,1,46.728764
0.0,1,46.755779
0.0,1,46.782782
0.0,1,46.822785
0.0,1,46.849766
0.0,1,46.877769
0.0,1,46.9078
0.0,1,46.935766
0.0,1,46.963766
0.0,1,46.991767
0.0,1,47.021772
0.0,1,47.049778
0.0,1,47.078769
0.0,1,47.111769
0.0,1,47.142802
0.0,1,47.170769
0.0,1,47.196768
0.0,1,47.224767
0.0,1,47.255787
0.0,1,47.28177
0.0,1,47.30877
0.0,1,47.335769
0.0,1,47.36477
0.0,1,47.396769
0.0,1,47.424782
0.0,1,47.45379
0.0,1,47.482798
0.0,1,47.509793
0.0,1,47.537788
0.0,1,47.568774
0.0,1,47.597769
0.0,1,47.62677
0.0,1,47.654771
0.0,1,47.688776
0.0,1,47.778779
0.0,1,47.813772
0.0,1,47.840771
0.0,1,47.872783
0.0,1,47.908786
0.0,1,47.934773
0.0,1,47.961772
0.0,1,47.991791
0.0,1,48.022773
0.0,1,48.054777
0.0,1,48.082782
0.0,1,48.111775
0.0,1,48.141786
0.0,1,48.171775
0.0,1,48.200774
0.0,1,48.230786
0.0,1,48.260776
0.0,1,48.288775
0.0,1,48.316778
0.0,1,48.350804
0.0,1,48.3788
0.0,1,48.406792
0.0,1,48.433776
0.0,1,48.463777
0.0,1,48.492778
0.0,1,48.518775
0.0,1,48.5458
0.0,1,48.576776
0.0,1,48.604776
0.0,1,48.637806
0.0,1,48.670777
0.0,1,48.698781
0.0,1,48.72678
0.0,1,48.753782
0.0,1,48.785778
0.0,1,48.812801
0.0,1,48.840779
0.0,1,48.867777
0.0,1,48.896805
0.0,1,48.927812
0.0,1,48.956795
0.0,1,48.983778
0.0,1,49.013779
0.0,1,49.043805
0.0,1,49.072781
0.0,1,49.099813
0.0,1,49.13078
0.0,1,49.157779
0.0,1,49.185782
0.0,1,49.217788
0.0,1,49.246797
0.0,1,49.276783
0.0,1,49.304814
0.0,1,49.335782
0.0,1,49.363783
0.0,1,49.391783
0.0,1,49.439784
0.0,1,49.502782
0.0,1,49.533782
0.0,1,49.566786
0.0,1,49.597786
0.0,1,49.625807
0.0,1,49.654804
0.0,1,49.682799
0.0,1,49.712782
0.0,1,49.741817
0.0,1,49.769805
0.0,1,49.797787
0.0,1,49.829787
0.0,1,49.862783
0.0,1,49.892786
0.0,1,49.921818
0.0,1,49.95279
0.0,1,49.979785
0.0,1,50.007788
0.0,1,50.037788
0.0,1,50.066785
0.0,1,50.095786
0.0,1,50.123785
0.0,1,50.158795
0.0,1,50.187786
0.0,1,50.215799
0.0,1,50.242811
0.0,1,50.27481
0.0,1,50.302786
0.0,1,50.328786
0.0,1,50.356786
0.0,1,50.386826
0.0,1,50.41579
0.0,1,50.448801
0.0,1,50.477787
0.0,1,50.507787
0.0,1,50.534823
0.0,1,50.561787
0.0,1,50.592806
0.0,1,50.621795
0.0,1,50.649801
0.0,1,50.680788
0.0,1,50.712789
0.0,1,50.743788
0.0,1,50.772795
0.0,1,50.801788
0.0,1,50.831789
0.0,1,50.858825
0.0,1,50.887789
0.0,1,50.915794
0.0,1,50.946807
0.0,1,50.974793
0.0,1,51.002791
0.0,1,51.037825
0.0,1,51.110793
0.0,1,51.144792
0.0,1,51.173791
0.0,1,51.201795
0.0,1,51.228793
0.0,1,51.259793
0.0,1,51.288791
0.0,1,51.31582
0.0,1,51.343808
0.0,1,51.378793
0.0,1,51.406795
0.0,1,51.435806
0.0,1,51.463798
0.0,1,51.493815
0.0,1,51.522794
0.0,1,51.554807
0.0,1,51.582794
0.0,1,51.612806
0.0,1,51.639794
0.0,1,51.671831
0.0,1,51.703833
0.0,1,51.730829
0.0,1,51.757829
0.0,1,51.786829
0.0,1,51.818795
0.0,1,51.845809
0.0,1,51.874795
0.0,1,51.90383
0.0,1,51.934796
0.0,1,51.9668
0.0,1,51.994799
0.0,1,52.022799
0.0,1,52.052798
0.0,1,52.0798
0.0,1,52.1078
0.0,1,52.136803
0.0,1,52.166806
0.0,1,52.193809
0.0,1,52.222819
0.0,1,52.256798
0.0,1,52.286824
0.0,1,52.31481
0.0,1,52.34182
0.0,1,52.375798
0.0,1,52.404807
0.0,1,52.431804
0.0,1,52.459799
0.0,1,52.489823
0.0,1,52.517823
0.0,1,52.5498
0.0,1,52.575824
0.0,1,52.606802
0.0,1,52.6338
0.0,1,52.660801
0.0,1,52.688802
0.0,1,52.7188
0.0,1,52.745801
0.0,1,52.816803
0.0,1,52.853833
0.0,1,52.886801
0.0,1,52.914802
0.0,1,52.945801
0.0,1,52.972836
0.0,1,52.999803
0.0,1,53.029821
0.0,1,53.059812
0.0,1,53.089803
0.0,1,53.116805
0.0,1,53.145807
0.0,1,53.179803
0.0,1,53.207841
0.0,1,53.237806
0.0,1,53.269809
0.0,1,53.295812
0.0,1,53.322804
0.0,1,53.350809
0.0,1,53.382805
0.0,1,53.410805
0.0,1,53.438804
0.0,1,53.474807
0.0,1,53.506808
0.0,1,53.534805
0.0,1,53.562805
0.0,1,53.58982
0.0,1,53.620806
0.0,1,53.647819
0.0,1,53.674806
0.0,1,53.705841
0.0,1,53.733829
0.0,1,53.766843
0.0,1,53.794806
0.0,1,53.824841
0.0,1,53.85581
0.0,1,53.88581
0.0,1,53.921808
0.0,1,53.952808
0.0,1,53.982808
0.0,1,54.010837
0.0,1,54.043808
0.0,1,54.076813
0.0,1,54.109844
0.0,1,54.14481
0.0,1,54.17681
0.0,1,54.205814
0.0,1,54.236827
0.0,1,54.26981
0.0,1,54.29881
0.0,1,54.32684
0.0,1,54.355809
0.0,1,54.393812
0.0,1,54.424812
0.0,1,54.454811
0.0,1,54.530819
0.0,1,54.579812
0.0,1,54.610819
0.0,1,54.642813
0.0,1,54.672818
0.0,1,54.702813
0.0,1,54.730816
0.0,1,54.772847
0.0,1,54.806847
0.0,1,54.835818
0.0,1,54.867813
0.0,1,54.899816
0.0,1,54.933813
0.0,1,54.968819
0.0,1,54.997816
0.0,1,55.029817
0.0,1,55.059817
0.0,1,55.094816
0.0,1,55.122817
0.0,1,55.153848
0.0,1,55.183817
0.0,1,55.210815
0.0,1,55.237837
0.0,1,55.26882
0.0,1,55.297821
0.0,1,55.325838
0.0,1,55.353819
0.0,1,55.388816
0.0,1,55.416816
0.0,1,55.443853
0.0,1,55.474816
0.0,1,55.502821
0.0,1,55.530818
0.0,1,55.558817
0.0,1,55.588821
0.0,1,55.616842
0.0,1,55.643836
0.0,1,55.674825
0.0,1,55.703821
0.0,1,55.732846
0.0,1,55.760821
0.0,1,55.787819
0.0,1,55.818845
0.0,1,55.845831
0.0,1,55.87382
0.0,1,55.903854
0.0,1,55.934819
0.0,1,55.968822
0.0,1,55.996825
0.0,1,56.02682
0.0,1,56.05482
0.0,1,56.082856
0.0,1,56.11082
0.0,1,56.141821
0.0,1,56.169822
0.0,1,56.198823
0.0,1,56.281822
0.0,1,56.315827
0.0,1,56.344823
0.0,1,56.376827
0.0,1,56.408825
0.0,1,56.441825
0.0,1,56.475825
0.0,1,56.515829
0.0,1,56.548823
0.0,1,56.578828
0.0,1,56.610846
0.0,1,56.645855
0.0,1,56.677833
0.0,1,56.709824
0.0,1,56.737858
0.0,1,56.770837
0.0,1,56.806826
0.0,1,56.846835
0.0,1,56.87983
0.0,1,56.912828
0.0,1,56.943825
0.0,1,56.975824
0.0,1,57.004827
0.0,1,57.033848
0.0,1,57.064825
0.0,1,57.093826
0.0,1,57.123828
0.0,1,57.156829
0.0,1,57.185853
0.0,1,57.215826
0.0,1,57.242827
0.0,1,57.278862
0.0,1,57.306831
0.0,1,57.335829
0.0,1,57.363831
0.0,1,57.393833
0.0,1,57.42683
0.0,1,57.45484
0.0,1,57.486828
0.0,1,57.515839
0.0,1,57.552829
0.0,1,57.591838
0.0,1,57.628832
0.0,1,57.662848
0.0,1,57.694831
0.0,1,57.727831
0.0,1,57.75783
0.0,1,57.787832
0.0,1,57.819849
0.0,1,57.848833
0.0,1,57.876831
0.0,1,57.910832
0.0,1,57.980832
0.0,1,58.016832
0.0,1,58.048867
0.0,1,58.079835
0.0,1,58.107836
0.0,1,58.138835
0.0,1,58.170836
0.0,1,58.200867
0.0,1,58.233835
0.0,1,58.272833
0.0,1,58.300869
0.0,1,58.330836
0.0,1,58.358835
0.0,1,58.391834
0.0,1,58.420869
0.0,1,58.450839
0.0,1,58.484849
0.0,1,58.513836
0.0,1,58.543835
0.0,1,58.581837
0.0,1,58.615872
0.0,1,58.648873
0.0,1,58.682855
0.0,1,58.717837
0.0,1,58.749836
0.0,1,58.782839
0.0,1,58.820845
0.0,1,58.850836
0.0,1,58.878839
0.0,1,58.913836
0.0,1,58.944842
0.0,1,58.972841
0.0,1,58.999853
0.0,1,59.028845
0.0,1,59.061838
0.0,1,59.090857
0.0,1,59.118875
0.0,1,59.153862
0.0,1,59.184873
0.0,1,59.218846
0.0,1,59.246876
0.0,1,59.278866
0.0,1,59.307846
0.0,1,59.335839
0.0,1,59.367852
0.0,1,59.398841
0.0,1,59.429872
0.0,1,59.46184
0.0,1,59.49384
0.0,1,59.527842
0.0,1,59.556854
0.0,1,59.589843
0.0,1,59.664841
0.0,1,59.697874
0.0,1,59.727842
0.0,1,59.756843
0.0,1,59.78486
0.0,1,59.815878
0.0,1,59.845845
0.0,1,59.878876
0.0,1,59.908877
0.0,1,59.941846
0.0,1,59.968867
0.0,1,59.998843
0.0,1,60.034843
0.0,1,60.065878
0.0,1,60.097843
0.0,1,60.125844
0.0,1,60.158846
0.0,1,60.190883
0.0,1,60.218844
0.0,1,60.248846
0.0,1,60.279849
0.0,1,60.307847
0.0,1,60.333871
0.0,1,60.36485
0.0,1,60.39585
0.0,1,60.425848
0.0,1,60.460847
0.0,1,60.496871
0.0,1,60.532848
0.0,1,60.564846
0.0,1,60.597849
0.0,1,60.629847
0.0,1,60.662846
0.0,1,60.695848
0.0,1,60.725863
0.0,1,60.753853
0.0,1,60.782847
0.0,1,60.819855
0.0,1,60.848848
0.0,1,60.879848
0.0,1,60.910865
0.0,1,60.942849
0.0,1,60.970865
0.0,1,60.998885
0.0,1,61.029849
0.0,1,61.057852
0.0,1,61.085851
0.0,1,61.119852
0.0,1,61.149877
0.0,1,61.179885
0.0,1,61.273853
0.0,1,61.304853
0.0,1,61.341875
0.0,1,61.377868
0.0,1,61.408862
0.0,1,61.439854
0.0,1,61.474873
0.0,1,61.513854
0.0,1,61.545856
0.0,1,61.580853
0.0,1,61.611866
0.0,1,61.640854
0.0,1,61.669853
0.0,1,61.700853
0.0,1,61.729853
0.0,1,61.758855
0.0,1,61.787859
0.0,1,61.824911
0.0,1,61.853859
0.0,1,61.883854
0.0,1,61.917856
0.0,1,61.947857
0.0,1,61.977856
0.0,1,62.008862
0.0,1,62.040856
0.0,1,62.070868
0.0,1,62.098858
0.0,1,62.135857
0.0,1,62.164858
0.0,1,62.192856
0.0,1,62.220897
0.0,1,62.253858
0.0,1,62.29086
0.0,1,62.329861
0.0,1,62.371857
0.0,1,62.40087
0.0,1,62.430858
0.0,1,62.468874
0.0,1,62.49886
0.0,1,62.526862
0.0,1,62.555863
0.0,1,62.587858
0.0,1,62.615885
0.0,1,62.644859
0.0,1,62.671859
0.0,1,62.702866
0.0,1,62.730884
0.0,1,62.763859
0.0,1,62.79186
0.0,1,62.82387
0.0,1,62.853883
0.0,1,62.887861
0.0,1,62.928885
0.0,1,63.009861
0.0,1,63.058866
0.0,1,63.087862
0.0,1,63.122865
0.0,1,63.158862
0.0,1,63.185863
0.0,1,63.215861
0.0,1,63.249863
0.0,1,63.284863
0.0,1,63.312863
0.0,1,63.342863
0.0,1,63.373868
0.0,1,63.407864
0.0,1,63.435893
0.0,1,63.472868
0.0,1,63.504864
0.0,1,63.531888
0.0,1,63.559863
0.0,1,63.594865
0.0,1,63.62887
0.0,1,63.660869
0.0,1,63.69387
0.0,1,63.734866
0.0,1,63.766886
0.0,1,63.804871
0.0,1,63.838876
0.0,1,63.874873
0.0,1,63.904867
0.0,1,63.940867
0.0,1,63.97187
0.0,1,64.002869
0.0,1,64.039871
0.0,1,64.069867
0.0,1,64.095866
0.0,1,64.127868
0.0,1,64.158868
0.0,1,64.190869
0.0,1,64.218869
0.0,1,64.245868
0.0,1,64.285883
0.0,1,64.320881
0.0,1,64.350877
0.0,1,64.39488
0.0,1,64.42587
0.0,1,64.46287
0.0,1,64.494912
0.0,1,64.525898
0.0,1,64.56187
0.0,1,64.597876
0.0,1,64.626907
0.0,1,64.657871
0.0,1,64.693871
0.0,1,64.724906
0.0,1,64.752871
0.0,1,64.782892
0.0,1,64.86788
0.0,1,64.897872
0.0,1,64.932893
0.0,1,64.961881
0.0,1,65.004874
0.0,1,65.045874
0.0,1,65.080873
0.0,1,65.119874
0.0,1,65.153876
0.0,1,65.197875
0.0,1,65.231876
0.0,1,65.261874
0.0,1,65.295874
0.0,1,65.327874
0.0,1,65.363875
0.0,1,65.394876
0.0,1,65.426874
0.0,1,65.456874
0.0,1,65.493876
0.0,1,65.538879
0.0,1,65.570876
0.0,1,65.607877
0.0,1,65.64288
0.0,1,65.677876
0.0,1,65.712884
0.0,1,65.747895
0.0,1,65.789886
0.0,1,65.826879
0.0,1,65.860877
0.0,1,65.895882
0.0,1,65.927881
0.0,1,65.973879
0.0,1,66.00388
0.0,1,66.035879
0.0,1,66.067883
0.0,1,66.095879
0.0,1,66.126879
0.0,1,66.156879
0.0,1,66.191884
0.0,1,66.233883
0.0,1,66.265883
0.0,1,66.301907
0.0,1,66.333884
0.0,1,66.366886
0.0,1,66.399895
0.0,1,66.427885
0.0,1,66.51889
0.0,1,66.544881
0.0,1,66.574893
0.0,1,66.609916
0.0,1,66.643887
0.0,1,66.671907
0.0,1,66.704885
0.0,1,66.739885
0.0,1,66.769886
0.0,1,66.800887
0.0,1,66.829885
0.0,1,66.865906
0.0,1,66.895884
0.0,1,66.931888
0.0,1,66.965887
0.0,1,66.997887
0.0,1,67.034917
0.0,1,67.070889
0.0,1,67.105895
0.0,1,67.135885
0.0,1,67.167887
0.0,1,67.205918
0.0,1,67.237917
0.0,1,67.274886
0.0,1,67.307888
0.0,1,67.341923
0.0,1,67.376887
0.0,1,67.411888
0.0,1,67.441898
0.0,1,67.471887
0.0,1,67.500891
0.0,1,67.535924
0.0,1,67.567891
0.0,1,67.6049
0.0,1,67.63792
0.0,1,67.667928
0.0,1,67.694889
0.0,1,67.726889
0.0,1,67.758924
0.0,1,67.78989
0.0,1,67.81989
0.0,1,67.852926
0.0,1,67.886891
0.0,1,67.923891
0.0,1,67.955895
0.0,1,67.98689
0.0,1,68.019895
0.0,1,68.048903
0.0,1,68.079895
0.0,1,68.114904
0.0,1,68.203894
0.0,1,68.232904
0.0,1,68.260896
0.0,1,68.295933
0.0,1,68.326895
0.0,1,68.359907
0.0,1,68.389893
0.0,1,68.425931
0.0,1,68.459893
0.0,1,68.491927
0.0,1,68.525893
0.0,1,68.559895
0.0,1,68.589894
0.0,1,68.628897
0.0,1,68.659895
0.0,1,68.689897
0.0,1,68.720895
0.0,1,68.7509
0.0,1,68.777899
0.0,1,68.808895
0.0,1,68.84093
0.0,1,68.871896
0.0,1,68.900896
0.0,1,68.933896
0.0,1,68.9649
0.0,1,68.992898
0.0,1,69.023899
0.0,1,69.052928
0.0,1,69.085897
0.0,1,69.113903
0.0,1,69.141929
0.0,1,69.17393
0.0,1,69.202902
0.0,1,69.236898
0.0,1,69.265902
0.0,1,69.296904
0.0,1,69.325902
0.0,1,69.359903
0.0,1,69.399902
0.0,1,69.431903
0.0,1,69.462916
0.0,1,69.49192
0.0,1,69.527901
0.0,1,69.560904
0.0,1,69.591913
0.0,1,69.622914
0.0,1,69.651904
0.0,1,69.6829
0.0,1,69.715901
0.0,1,69.750901
0.0,1,69.785901
0.0,1,69.878903
0.0,1,69.917902
0.0,1,69.958907
0.0,1,69.987941
0.0,1,70.019931
0.0,1,70.057904
0.0,1,70.100904
0.0,1,70.139904
0.0,1,70.168902
0.0,1,70.20092
0.0,1,70.231909
0.0,1,70.263904
0.0,1,70.304921
0.0,1,70.333906
0.0,1,70.362905
0.0,1,70.391908
0.0,1,70.426922
0.0,1,70.458906
0.0,1,70.491909
0.0,1,70.523913
0.0,1,70.556935
0.0,1,70.59691
0.0,1,70.639906
0.0,1,70.67591
0.0,1,70.714914
0.0,1,70.748908
0.0,1,70.780908
0.0,1,70.818915
0.0,1,70.854912
0.0,1,70.88791
0.0,1,70.917908
0.0,1,70.953908
0.0,1,70.995909
0.0,1,71.034936
0.0,1,71.07091
0.0,1,71.10791
0.0,1,71.143909
0.0,1,71.179913
0.0,1,71.20891
0.0,1,71.23991
0.0,1,71.272909
0.0,1,71.30491
0.0,1,71.339945
0.0,1,71.37491
0.0,1,71.416917
0.0,1,71.445912
0.0,1,71.476927
0.0,1,71.512912
0.0,1,71.543915
0.0,1,71.578913
0.0,1,71.680913
0.0,1,71.716923
0.0,1,71.756913
0.0,1,71.793913
0.0,1,71.821953
0.0,1,71.852915
0.0,1,71.893923
0.0,1,71.924916
0.0,1,71.957918
0.0,1,71.98992
0.0,1,72.021915
0.0,1,72.052914
0.0,1,72.087917
0.0,1,72.121915
0.0,1,72.154916
0.0,1,72.183917
0.0,1,72.217922
0.0,1,72.250937
0.0,1,72.282928
0.0,1,72.32092
0.0,1,72.355918
0.0,1,72.387928
0.0,1,72.434931
0.0,1,72.470962
0.0,1,72.50194
0.0,1,72.531917
0.0,1,72.562952
0.0,1,72.594919
0.0,1,72.630919
0.0,1,72.665918
0.0,1,72.696922
0.0,1,72.729922
0.0,1,72.770953
0.0,1,72.808924
0.0,1,72.845954
0.0,1,72.884919
0.0,1,72.918919
0.0,1,72.95292
0.0,1,72.988925
0.0,1,73.022957
0.0,1,73.05592
0.0,1,73.093926
0.0,1,73.132931
0.0,1,73.16495
0.0,1,73.203922
0.0,1,73.242931
0.0,1,73.329931
0.0,1,73.376923
0.0,1,73.405925
0.0,1,73.440926
0.0,1,73.478936
0.0,1,73.510924
0.0,1,73.550938
0.0,1,73.584923
0.0,1,73.619953
0.0,1,73.650926
0.0,1,73.689925
0.0,1,73.722926
0.0,1,73.757927
0.0,1,73.798959
0.0,1,73.834946
0.0,1,73.867925
0.0,1,73.909928
0.0,1,73.94493
0.0,1,73.971928
0.0,1,74.006932
0.0,1,74.03498
0.0,1,74.067926
0.0,1,74.099931
0.0,1,74.135926
0.0,1,74.166928
0.0,1,74.198927
0.0,1,74.236929
0.0,1,74.270927
0.0,1,74.301932
0.0,1,74.340952
0.0,1,74.384928
0.0,1,74.435928
0.0,1,74.478928
0.0,1,74.508932
0.0,1,74.542933
0.0,1,74.579937
0.0,1,74.629931
0.0,1,74.656935
0.0,1,74.687929
0.0,1,74.717931
0.0,1,74.754932
0.0,1,74.79793
0.0,1,74.829988
0.0,1,74.865946
0.0,1,74.902934
0.0,1,74.935935
0.0,1,74.975935
0.0,1,75.003932
0.0,1,75.039939
0.0,1,75.074971
0.0,1,75.104934
0.0,1,75.196936
0.0,1,75.229934
0.0,1,75.270942
0.0,1,75.314938
0.0,1,75.353934
0.0,1,75.412935
0.0,1,75.449974
0.0,1,75.480936
0.0,1,75.515944
0.0,1,75.548955
0.0,1,75.580935
0.0,1,75.61597
0.0,1,75.649949
0.0,1,75.682936
0.0,1,75.723957
0.0,1,75.761938
0.0,1,75.795966
0.0,1,75.835937
0.0,1,76.036944
0.0,1,76.073941
0.0,1,76.107946
0.0,1,76.227942
0.0,1,76.328942
0.0,1,76.374943
0.0,1,76.407955
0.0,1,76.450941
0.0,1,76.48394
0.0,1,76.51494
0.0,1,76.553943
0.0,1,76.590944
0.0,1,76.627943
0.0,1,76.666946
0.0,1,76.697942
0.0,1,76.729944
0.0,1,76.761942
0.0,1,76.799942
0.0,1,76.831943
0.0,1,76.863977
0.0,1,76.900943
0.0,1,76.940946
0.0,1,76.971946
0.0,1,77.004946
0.0,1,77.038946
0.0,1,77.072954
0.0,1,77.104946
0.0,1,77.143978
0.0,1,77.177967
0.0,1,77.21095
0.0,1,77.244946
0.0,1,77.274949
0.0,1,77.306946
0.0,1,77.344946
0.0,1,77.379946
0.0,1,77.413946
0.0,1,77.450947
0.0,1,77.487947
0.0,1,77.516947
0.0,1,77.549963
0.0,1,77.583981
0.0,1,77.617951
0.0,1,77.650958
0.0,1,77.683952
0.0,1,77.715948
0.0,1,77.746977
0.0,1,77.78095
0.0,1,77.815948
0.0,1,77.85095
0.0,1,77.88495
0.0,1,77.923962
0.0,1,77.962981
0.0,1,78.001951
0.0,1,78.037953
0.0,1,78.06795
0.0,1,78.098951
0.0,1,78.134951
0.0,1,78.172955
0.0,1,78.203957
0.0,1,78.241965
0.0,1,78.273963
0.0,1,78.305954
0.0,1,78.342956
0.0,1,78.373954
0.0,1,78.404958
0.0,1,78.440954
0.0,1,78.476991
0.0,1,78.515979
0.0,1,78.550952
0.0,1,78.585958
0.0,1,78.625961
0.0,1,78.660988
0.0,1,78.692987
0.0,1,78.724963
0.0,1,78.756966
0.0,1,78.792955
0.0,1,78.823956
0.0,1,78.857961
0.0,1,78.894956
0.0,1,78.930956
0.0,1,78.968957
0.0,1,79.005956
0.0,1,79.038958
0.0,1,79.07196
0.0,1,79.109961
0.0,1,79.14196
0.0,1,79.177002
0.0,1,79.217959
0.0,1,79.248957
0.0,1,79.290974
0.0,1,79.332958
0.0,1,79.373984
0.0,1,79.407975
0.0,1,79.445958
0.0,1,79.478958
0.0,1,79.510962
0.0,1,79.540961
0.0,1,79.581959
0.0,1,79.61296
0.0,1,79.647971
0.0,1,79.681962
0.0,1,79.713964
0.0,1,79.746964
0.0,1,79.781974
0.0,1,79.814978
0.0,1,79.846961
0.0,1,79.879964
0.0,1,79.921971
0.0,1,79.956962
0.0,1,79.995965
0.0,1,80.026962
0.0,1,80.059962
0.0,1,80.093962
0.0,1,80.129964
0.0,1,80.161965
0.0,1,80.195962
0.0,1,80.228987
0.0,1,80.265967
0.0,1,80.299963
0.0,1,80.334967
0.0,1,80.364978
0.0,1,80.396968
0.0,1,80.430964
0.0,1,80.463965
0.0,1,80.496964
0.0,1,80.528
0.0,1,80.564964
0.0,1,80.603967
0.0,1,80.641979
0.0,1,80.682968
0.0,1,80.72198
0.0,1,80.761971
0.0,1,80.795966
0.0,1,80.83597
0.0,1,80.879966
0.0,1,80.913995
0.0,1,80.945967
0.0,1,80.98097
0.0,1,81.018978
0.0,1,81.060001
0.0,1,81.126969
0.0,1,81.17697
0.0,1,81.21397
0.0,1,81.272968
0.0,1,81.306969
0.0,1,81.350975
0.0,1,81.41197
0.0,1,81.44998
0.0,1,81.47597
0.0,1,81.505982
0.0,1,81.53498
0.0,1,81.56898
0.0,1,81.595971
0.0,1,81.625983
0.0,1,81.653982
0.0,1,81.685971
0.0,1,81.71499
0.0,1,81.747971
0.0,1,81.77797
0.0,1,81.807008
0.0,1,81.838987
0.0,1,81.867979
0.0,1,81.90198
0.0,1,81.929973
0.0,1,81.960973
0.0,1,81.996975
0.0,1,82.037976
0.0,1,82.082977
0.0,1,82.121976
0.0,1,82.155979
0.0,1,82.188974
0.0,1,82.221975
0.0,1,82.251976
0.0,1,82.281977
0.0,1,82.310011
0.0,1,82.342975
0.0,1,82.372975
0.0,1,82.405975
0.0,1,82.434978
0.0,1,82.462987
0.0,1,82.493018
0.0,1,82.52298
0.0,1,82.558989
0.0,1,82.58998
0.0,1,82.618977
0.0,1,82.646987
0.0,1,82.679012
0.0,1,82.712981
0.0,1,82.74798
0.0,1,82.782985
0.0,1,82.813979
0.0,1,82.843979
0.0,1,82.888979
0.0,1,82.922979
0.0,1,82.955989
0.0,1,83.100982
0.0,1,83.16298
0.0,1,83.202981
0.0,1,83.229981
0.0,1,83.268982
0.0,1,83.300982
0.0,1,83.337981
0.0,1,83.371983
0.0,1,83.408981
0.0,1,83.448987
0.0,1,83.484982
0.0,1,83.521982
0.0,1,83.568983
0.0,1,83.609982
0.0,1,83.642983
0.0,1,83.672982
0.0,1,83.700986
0.0,1,83.733983
0.0,1,83.765998
0.0,1,83.796989
0.0,1,83.826999
0.0,1,83.854998
0.0,1,83.891986
0.0,1,83.919986
0.0,1,83.951987
0.0,1,83.986985
0.0,1,84.021991
0.0,1,84.054989
0.0,1,84.095986
0.0,1,84.125987
0.0,1,84.154986
